time,src_ip,user,url,action,status,bytes,user_agent
2025-09-08T12:00:00,10.0.1.1,user0,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:01:00,10.0.1.2,user1,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:02:00,10.0.1.3,user2,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:03:00,10.0.1.1,user3,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:04:00,10.0.1.2,user0,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:05:00,10.0.1.3,user1,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:06:00,10.0.1.1,user2,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:07:00,10.0.1.2,user3,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:08:00,10.0.1.3,user0,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:09:00,10.0.1.1,user1,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:10:00,10.0.1.2,user2,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:11:00,10.0.1.3,user3,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:12:00,10.0.1.1,user0,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:13:00,10.0.1.2,user1,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:14:00,10.0.1.3,user2,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:15:00,10.0.1.1,user3,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:16:00,10.0.1.2,user0,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:17:00,10.0.1.3,user1,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:18:00,10.0.1.1,user2,https://normal.com/page,allow,200,500,Mozilla/5.0
2025-09-08T12:19:00,10.0.1.2,user3,https://normal.com/page,allow,200,500,Mozilla/5.0
