time,src_ip,user,url,action,status,bytes,user_agent
2025-09-08T12:00:00,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:01,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:02,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:03,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:04,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:05,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:06,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:07,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:08,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:09,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:10,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:11,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:12,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:13,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:14,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:15,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:16,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:17,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:18,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:19,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:20,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:21,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:22,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:23,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:24,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:25,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:26,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:27,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:28,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:29,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:30,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:31,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:32,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:33,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:34,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:35,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:36,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:37,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:38,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:00:39,10.0.0.10,frank,https://mixed.com/api,allow,200,1000,Mozilla/5.0
2025-09-08T12:02:00,10.0.0.11,mallory,https://mixed.com/x,block,403,100,OddCrawler/9.9
2025-09-08T12:02:01,10.0.0.11,mallory,https://mixed.com/x,block,403,100,OddCrawler/9.9
2025-09-08T12:03:00,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:02,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:04,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:06,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:08,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:10,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:12,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:14,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:16,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:18,10.0.0.12,peggy,https://mixed.com/api,allow,500,600,Mozilla/5.0
2025-09-08T12:03:20,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:22,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:24,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:26,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:28,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:30,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:32,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:34,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
2025-09-08T12:03:36,10.0.0.12,peggy,https://mixed.com/api,allow,200,600,Mozilla/5.0
